6948939680686	【百草味】开心果（盐焗味）100g（KA）	坚果炒货	坚果	开心果	11.4
6948939680693	【百草味】夏威夷果(奶油味)100g（KA）	坚果炒货	坚果	夏威夷果	6.4
6948939680716	【百草味】菠萝干100g（KA）	果干蜜饯枣	果干蜜饯	菠萝干	5.5
6948939680723	【百草味】黄桃干100g（KA）	果干蜜饯枣	果干蜜饯	黄桃干	4.81
6948939680730	【百草味】杨梅干100g（KA）	果干蜜饯枣	梅类制品	杨梅干	5.41
6948939680761	【百草味】蔬果干大礼包658g	果干蜜饯枣	蔬果干	蔬果干大礼包	40.05
6948939680785	【百草味】腊味双珍-黑猪肉制品礼盒880g	肉类卤味	礼包组合	腊味双珍礼盒	65.86
6948939680846	【百草味】酱鸭 500g	肉类卤味	鸭肉	酱鸭	35.78
6948939680877	【百草味】五福名卤-江南风味年货礼盒 1280g	肉类卤味	礼包组合	五福名卤礼盒	53.08
6948939680891	【百草味】蜂蜜琥珀核桃仁168g	坚果炒货	果仁	琥珀核桃仁	8.33
6948939680914	【百草味】红运礼1386g（红枣核桃礼盒）	果干蜜饯枣	枣类制品	红运礼（红枣核桃礼盒）	58.77
6948939680938	【百草味】缤纷花果茶81g	茶饮冲饮	茶饮	缤纷花果茶	12.18
6948939680969	【百草味】零食大礼包1661g(包你有福)	礼盒	零食礼盒	小巨型零食大礼包（包你有福)	54.88
6948939680976	【百草味】坚果炒货礼盒1398g(平安到家)	礼盒	坚果礼盒	平安到家（定制款）	48.22
6948939680983	【百草味】零食大礼包3266g(幸福爆炸)	礼盒	零食礼盒	巨型零食大礼包（幸福爆炸)	111.52
6948939680990	【百草味】零食大礼包718g(金猪抱福)	礼盒	零食礼盒	零食大礼包（金猪抱福)	26.37
6948939681003	【百草味】卤香味南瓜子160g	坚果炒货	炒货	南瓜子	5.18
6948939681027	【百草味】桃酥146g	糕点点心	传统糕点	桃酥	5.24
6948939681126	【百草味】每日坚果过节礼750g	坚果炒货	果仁	每日坚果	73.46
6948939681133	【百草味】紫皮腰果190g	坚果炒货	果仁	烘焙紫皮腰果	15.58
6948939681140	【百草味】璀璨星河巧克力102g	糖果果冻	巧克力	璀璨星河巧克力	39.08
6948939681171	【百草味】外婆的灶台 1380g（品凯定制）	礼盒	坚果礼盒	年的味道-外婆的灶台（定制款）	0
6948939681201	【百草味】零食礼盒1500g(颐和园如意富贵)	礼盒	坚果礼盒	颐和园如意富贵	159.45
6948939681218	【百草味】零食礼1320g(颐和园八方潮盒)	礼盒	坚果礼盒	颐和园八方潮盒	100.01
6948939681225	【百草味】百味臻礼1158g（河南专供）（线下）	礼盒	坚果礼盒	百味臻礼（线下）	0
6948939681232	【百草味】坚果大礼包1028g	礼盒	坚果礼盒	年的味道-外婆的灶台（拼多多）	38.83
6948939681249	【百草味】坚果炒货礼盒-D1  1770g（小伙伴的鞭炮）	礼盒	坚果礼盒	年的味道-小伙伴的鞭炮	0
6948939681256	【百草味】坚果炒货礼盒-F1  2588g(全家的年夜饭PLUS)	礼盒	坚果礼盒	年的味道-全家的年夜饭豪华版	206.22
6948939681263	【百草味】麻辣什蔬自热小火锅350g	方便速食	即食火锅	百味私厨小火锅	9.43
6948939681362	【百草味】经销自组礼盒1068g（A款）	礼盒	坚果礼盒	自组礼盒	37.07
6948939681379	【百草味】经销自组礼盒1068g（B款）	礼盒	坚果礼盒	自组礼盒	37.06
6948939681386	【百草味】紫气东来 1430g（杭州蜜巢定制）（A款）	礼盒	坚果礼盒	年的味道-全家的年夜饭（定制款）	61.39
6948939681393	【百草味】全家的年夜饭 1430g（杭州蜜巢定制）（B款）	礼盒	坚果礼盒	年的味道-全家的年夜饭（定制款）	46.11
6948939681584	【百草味】零食纷享包1430g(新零售)	礼盒	坚果礼盒	零食纷享包（新零售）	91.14
6948939681652	【百草味】坚果炒货礼盒-I  1868g（joy19）	礼盒	坚果礼盒	年的味道-生肖款（京东）	117.03
6948939681805	【百草味】原切牛肉条（五香味） 50g*4包 （唯品会）	肉类卤味	牛肉	原切牛肉条	24.03
6948939681829	【百草味】压岁钱福字 2586g(成都电信定制)	礼盒	坚果礼盒	年的味道-长辈的压岁钱（定制款）	0
6948939681843	【百草味】零食大礼包130g（福袋19年）	礼盒	零食礼盒	福袋19年版	7.95
6948939681850	【百草味】注心软糖100g(青苹果味)	糖果果冻	糖果	流心软糖	3.78
6948939681867	【百草味】注心软糖100g(水蜜桃味)	糖果果冻	糖果	流心软糖	3.78
6948939681874	【百草味】坚果炒货礼盒1518g（平安富贵）	礼盒	坚果礼盒	平安富贵（定制款）	94.26
6948939681928	【百草味】蜂蜜琥珀核桃仁100g	坚果炒货	果仁	琥珀核桃仁	5.08
6948939681935	【百草味】虎皮萌蛋（五香味） 165g	肉类卤味	蛋制品	虎皮蛋	5.88
6948939681973	【百草味】爆浆曲奇小礼360g	饼干膨化	饼干	爆浆曲奇	13.96
6948939681980	【百草味】坚果炒货礼盒1230g(外婆的灶台)1230g	礼盒	坚果礼盒	年的味道-外婆的灶台	39.37
6948939682000	【百草味】坚果炒货礼盒1070g（外婆的灶台）	礼盒	坚果礼盒	年的味道-外婆的灶台（定制款）	44.6
6948939682017	【百草味】百事团购礼盒自组1898g	礼盒	坚果礼盒	自组礼盒	116.06
6948939682024	【百草味】茶几上的春晚礼盒1120g（好想你定制）	礼盒	坚果礼盒	年的味道-茶几上的春晚（定制款）	0
6948939682031	【百草味】中兴通讯2018年终坚果年货礼盒1564g	礼盒	坚果礼盒	中兴通讯（定制款）	94.16
6948939682048	【百草味】坚果炒货礼盒-B 1548g（嘉宝莉定制）	礼盒	坚果礼盒	年的味道-全家的年夜饭（定制款）	0
6948939682062	【百草味】锦上花 1868g（苏州汉格电子有限公司定制）	礼盒	坚果礼盒	锦上花（定制款）	0
6948939682079	【百草味】鸡蛋干（五香味）200g	豆干蔬菜	豆干制品	鸡蛋干	5.98
6948939682086	【百草味】鸡蛋干（麻辣味）200g	豆干蔬菜	豆干制品	鸡蛋干	5.98
6948939682437	【百草味】夏威夷果1000g	坚果炒货	坚果	夏威夷果	0
6948939682567	【百草味】每日坚果过节礼750g（果壳定制）	坚果炒货	果仁	每日坚果	78.66
6948939683137	【百草味】甘肃自组年的味道1180g	礼盒	坚果礼盒	自组礼盒	0
6948939683144	【百草味】一桶天下C自组礼盒 2466g（厦门冠赢定制）	礼盒	坚果礼盒	自组礼盒	119.73
6948939683151	【百草味】甘肃自组年味大礼包1560g	礼盒	坚果礼盒	自组礼盒	0
6948939683168	【百草味】坚果炒货礼盒-A 1380g(上海米域定制)	礼盒	坚果礼盒	年的味道-外婆的灶台（定制款）	54
6948939683175	【百草味】经销自组礼盒1193g	礼盒	坚果礼盒	自组礼盒	55.76
6948939683182	【百草味】经销自组礼盒1500g	礼盒	坚果礼盒	自组礼盒	70.59
6948939683243	【百草味】年的味道-全家的年夜饭1998g（华北定制）（线下）	礼盒	坚果礼盒	年的味道-全家的年夜饭（定制款）	93.95
6948939683250	【百草味】核桃芝麻黑豆粉600g	茶饮冲饮	冲饮	核桃芝麻黑豆粉	22.08
6948939683281	【百草味】海宁自组年的味道1238g	礼盒	坚果礼盒	自组礼盒	0
6948939683298	【百草味】江苏定制猪福礼2058g	礼盒	坚果礼盒	年的味道-生肖款(定制款)	0
6948939683304	【百草味】经销自组礼盒2820g	礼盒	坚果礼盒	自组礼盒	0
6948939683311	【百草味】好想你团购礼盒1038g	礼盒	坚果礼盒	自组礼盒	0
6948939683328	【百草味】全家的年夜饭1130g（团购自组）	礼盒	坚果礼盒	自组礼盒	0
6948939683335	【百草味】（现卤集市）锁鲜装鸭脖冬季版 200g	肉类卤味	鸭肉	鲜装鸭脖冬季版 	11.06
6948939683342	【百草味】（现卤集市）锁鲜装鸭舌冬季版 80g	肉类卤味	鸭肉	锁鲜装鸭舌冬季版	21.86
6948939683359	【百草味】（现卤集市）锁鲜装鸭小肚冬季版 125g	肉类卤味	鸭肉	锁鲜装鸭小肚冬季版	17.46
6948939683366	【百草味】（现卤集市）锁鲜装鸭肫冬季版 180g	肉类卤味	鸭肉	锁鲜装鸭肫冬季版	17.06
6948939683373	【百草味】（现卤集市）锁鲜装鸭翅冬季版 250g	肉类卤味	鸭肉	锁鲜装鸭翅冬季版	15.86
6948939683380	【百草味】经销自组礼盒2096g	礼盒	坚果礼盒	自组礼盒	0
6948939683403	【百草味】全家的年夜饭PLUS礼盒-F 1850g（团购自组）	礼盒	坚果礼盒	自组礼盒	128.99
6948939683410	【百草味】小伙伴的鞭炮1530g(华资)	礼盒	坚果礼盒	年的味道-小伙伴的鞭炮(定制款)	69.63
6948939683427	【百草味】全家的年夜饭PLUS礼盒 1824g（团购自组定制）	礼盒	坚果礼盒	自组礼盒	173.52
6948939683434	【百草味】全家的年夜饭PLUS礼盒2258g （团购自组定制）	礼盒	坚果礼盒	自组礼盒	99.77
6948939683441	【百草味】一桶天下礼盒A－3966g（海南元游定制）	礼盒	零食礼盒	一桶天下A(定制款)	190.18
6948939683458	【百草味】坚果炒货礼盒-B 1548g（唯凯定制）	礼盒	坚果礼盒	年的味道-全家的年衣饭（定制款）	62.43
6948939683472	【百草味】外婆的灶台1000g（海仓自组定制）	礼盒	坚果礼盒	自组礼盒	29.23
6948939683489	【百草味】全家年夜饭（奥克斯定制）2450g (线下)	礼盒	坚果礼盒	年的味道-全家的年夜饭(定制款)	100.84
6948939683496	【百草味】全家年夜饭（奥克斯定制）1974g (线下)	礼盒	坚果礼盒	年的味道-全家的年夜饭(定制款)	82.37
6948939683526	【百草味】经销自组礼盒1670g	礼盒	坚果礼盒	自组礼盒	82.41
6948939683533	【百草味】一桶天下礼盒C(芬尼定制）2788g	礼盒	零食礼盒	一桶天下C(定制款)	123.02
6948939683557	【百草味】武汉圆桌上的拿手菜1256g	礼盒	坚果礼盒	自组礼盒	43.97
6948939683564	【百草味】拓道限量款团购定制礼盒 1936g	礼盒	坚果礼盒	自组礼盒	94.62
6948939683571	【百草味】青团（蛋黄肉松味）300g	糕点点心	糯米制品	青团	10.78
6948939683595	【百草味】黄山烧饼160g	糕点点心	传统糕点	黄山烧饼	4.46
6948939683618	【百草味】外婆的灶台1268g（团购自组定制）	礼盒	坚果礼盒	自组礼盒	45.98
6948939683625	【百草味】鸭舌（五香味） 28g	肉类卤味	鸭肉	鸭舌	7.22
6948939683649	【百草味】外婆的灶台 1198g（团购自组定制）	礼盒	坚果礼盒	自组礼盒	61.06
6948939683700	【百草味】外婆的灶台1320g（团购自组定制）	礼盒	坚果礼盒	自组礼盒	71.18
6948939683731	【百草味】坚果礼盒1500g(颐和园花开富贵)（江苏久吾定制）	礼盒	坚果礼盒	颐和园花开富贵(定制款)	161.11
6948939683748	【百草味】坚果礼盒-L 1320g(天生好果-雅礼)（万邦德制药定制）	礼盒	坚果礼盒	天生好果-雅礼(定制款)	229.39
6948939683755	【百草味】一桶天下C 2850g(团购自组定制)	礼盒	坚果礼盒	自组礼盒	224.63
6948939683762	【百草味】一桶天下A 2956g(团购自组定制)	礼盒	零食礼盒	自组礼盒	102.5
6948939683779	【百草味】外婆的灶台1140g （优先森自组定制）	礼盒	坚果礼盒	自组礼盒	34.88
6948939683786	【百草味】外婆的灶台640g （团购自组定制）	礼盒	坚果礼盒	自组礼盒	23.18
6948939683793	【百草味】祝福礼1640g（团购自组定制）	礼盒	坚果礼盒	自组礼盒	137.26
6948939683809	【百草味】外婆的灶台 1480g （国励团购自组定制）	礼盒	坚果礼盒	自组礼盒	37.16
6948939683816	【百草味】外婆的灶台1590g （林科院团购自组定制）	礼盒	坚果礼盒	自组礼盒	73.15
6948939683823	【百草味】咸蛋黄酥（原味）120g	饼干膨化	饼干	咸蛋黄酥	5.2
6948939683854	【百草味】杭州八目公司自组定制 2233g	礼盒	坚果礼盒	自组礼盒	102.36
6948939683861	【百草味】19年员工福利猪年生肖礼盒	礼盒	坚果礼盒	自组礼盒	76.73
6948939683878	【百草味】19年员工福利玉满堂礼盒	礼盒	坚果礼盒	自组礼盒	52.69
6948939683892	【百草味】坚果零食礼盒-1188g(外婆的灶台C款)	礼盒	坚果礼盒	年的味道-外婆的灶台	50.14
6948939683908	【百草味】中兴通讯2018年终坚果年货礼盒1754g	礼盒	坚果礼盒	中兴通讯（定制款）	111.19
6948939683922	【百草味】石头饼220g	饼干膨化	饼干	0	5.46
6948939683939	【百草味】小伙伴的鞭炮 1218g （甘肃锦泓鑫自组定制）	礼盒	坚果礼盒	自组礼盒	50.35
6948939683946	【百草味】年味大礼包-吃喝有味 1818g (甘肃锦泓鑫自组定制)	礼盒	坚果礼盒	自组礼盒	62.34
6948939683953	【百草味】坚果零食礼盒A2  1612g（坚果有礼相聚）	礼盒	坚果礼盒	坚果有礼-相聚	44.94
6948939683960	【百草味】奶油小伙伴的鞭炮（宁波可瑞特）1938g	礼盒	坚果礼盒	年的味道-小伙伴的鞭炮(定制款)	91.99
6948939683977	【百草味】椒盐小伙伴的鞭炮（宁波可瑞特）1938g	礼盒	坚果礼盒	年的味道-小伙伴的鞭炮(定制款)	92.02
6948939683991	【百草味】一桶天下C  1745g（德意捷团购自组定制）	礼盒	坚果礼盒	自组礼盒	66.97
6948939684158	【百草味】坚果炒货礼盒-B3  1700g(坚果有礼思念)	礼盒	坚果礼盒	坚果有礼-思念	55.8
6948939684165	【百草味】坚果炒货礼盒-D3  1886g（小伙伴的鞭炮）	礼盒	坚果礼盒	年的味道-小伙伴的鞭炮	88.27
6948939684219	【百草味】零食大礼包3296g(去吧！皮卡丘)（袋装）	礼盒	零食礼盒	巨型零食大礼包	97.46
6948939684226	【百草味】坚果炒货礼盒-1320g(外婆的灶台D款)	礼盒	坚果礼盒	年的味道-外婆的灶台	47
6948939684233	【百草味】青团（芝麻味）360g	糕点点心	糯米制品	青团	10.78
6948939684288	【百草味】坚果炒货礼盒B-4 1442g（全家的年夜饭）	礼盒	坚果礼盒	年的味道-全家的年夜饭	66.62
6948939684295	【百草味】坚果炒货礼盒-I-2  1952g（猪福礼）	礼盒	坚果礼盒	年的味道-生肖款	113.28
6948939684301	【百草味】坚果炒货礼盒-E-2  2212g（长辈压岁钱）	礼盒	坚果礼盒	年的味道-长辈压岁钱	136.6
6948939684325	【百草味】碧根果（奶油味）150g（入仓专用）	坚果炒货	坚果	碧根果	10.37
6948939684332	【百草味】东北松子(原味)150g（入仓专用）	坚果炒货	坚果	东北松子	15.96
6948939684349	【百草味】开心果（盐焗味）150g（入仓专用）	坚果炒货	坚果	开心果	15.71
6948939684356	【百草味】炭烧腰果150g（入仓专用）	坚果炒货	果仁	炭烧腰果	10.86
6948939684424	【百草味】夜伴小卤礼包-荤素集结 510g	肉类卤味	礼包组合	0	20.01
6948939684486	【百草味】小口袋面包（乳酸菌风味）650g	糕点点心	西式糕点	小口袋面包	18.48
6948939684585	【百草味】每日坚果 混合果仁25g  (线下)	坚果炒货	果仁	每日坚果	1.96
6948939684592	【百草味】每日坚果 混合果仁175g (线下)	坚果炒货	果仁	每日坚果	14.91
